Assuming 9 as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 272115 facts in 2.52 s using -48 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.7
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?h  /people/person/nationality  ?b  ?a  /tv/tv_program/program_creator  ?h   => ?a  /film/film/runtime./film/film_cut/film_release_region  ?b	0.010695187	0.018691589	1	2	107	2	-1
?h  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b	0.158208955	1	1	53	53	53	-1
?h  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b  ?a  /education/educational_institution/campuses  ?h   => ?a  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b	0.149253731	1	1	50	50	50	-1
?a  /award/award_winner/awards_won./award/award_honor/award_winner  ?h  ?h  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b   => ?a  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b	0.011940299	0.046511628	0.8	4	86	5	-1
?h  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b  ?a  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?h   => ?a  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b	0.017910448	0.103448276	1	6	58	6	-1
?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?h  ?h  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b   => ?a  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b	0.011940299	0.137931034	1	4	29	4	-1
?h  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b  ?a  /dataworld/gardening_hint/split_to  ?h   => ?a  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b	0.020895522	0.875	1	7	8	7	-1
?g  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b	0.158208955	1	1	53	53	53	-1
?g  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b  ?g  /education/educational_institution/campuses  ?a   => ?a  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b	0.149253731	1	1	50	50	50	-1
?g  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b  ?g  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?a   => ?a  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b	0.014925373	0.090909091	1	5	55	5	-1
?g  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b  ?g  /dataworld/gardening_hint/split_to  ?a   => ?a  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b	0.020895522	0.875	1	7	8	7	-1
?g  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?a  ?g  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b   => ?a  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b	0.011940299	0.121212121	1	4	33	4	-1
?g  /award/award_winner/awards_won./award/award_honor/award_winner  ?a  ?g  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b   => ?a  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b	0.011940299	0.045454545	0.8	4	88	5	-1
?g  /music/group_member/membership./music/group_membership/group  ?b  ?g  /music/group_member/membership./music/group_membership/role  ?a   => ?a  /music/performance_role/regular_performances./music/group_membership/group  ?b	0.230595328	0.701834862	0.728571429	306	436	420	-2
?g  /dataworld/gardening_hint/split_to  ?a  ?g  /music/performance_role/regular_performances./music/group_membership/group  ?b   => ?a  /music/performance_role/regular_performances./music/group_membership/group  ?b	0.215523738	0.731457801	0.731457801	286	391	391	-2
?a  /film/film/country  ?b  ?a  /film/film/release_date_s./film/film_regional_release_date/film_release_region  ?b   => ?a  /tv/tv_program/country_of_origin  ?b	0.018656716	0.004651163	1	5	1075	5	-1
?b  /dataworld/gardening_hint/split_to  ?h  ?a  /tv/tv_program/country_of_origin  ?h   => ?a  /tv/tv_program/country_of_origin  ?b	0.768656716	0.722807018	0.722807018	206	285	285	-1
?h  /dataworld/gardening_hint/split_to  ?b  ?a  /tv/tv_program/country_of_origin  ?h   => ?a  /tv/tv_program/country_of_origin  ?b	0.768656716	1	1	206	206	206	-1
?h  /time/event/locations  ?b  ?a  /tv/tv_program/country_of_origin  ?h   => ?a  /tv/tv_program/country_of_origin  ?b	0.01119403	1	1	3	3	3	-1
?h  /location/administrative_division/first_level_division_of  ?b  ?a  /tv/tv_program/country_of_origin  ?h   => ?a  /tv/tv_program/country_of_origin  ?b	0.01119403	1	1	3	3	3	-1
?h  /location/administrative_division/country  ?b  ?a  /tv/tv_program/country_of_origin  ?h   => ?a  /tv/tv_program/country_of_origin  ?b	0.01119403	1	1	3	3	3	-1
?h  /people/person/nationality  ?b  ?a  /tv/tv_program/program_creator  ?h   => ?a  /tv/tv_program/country_of_origin  ?b	0.268656716	0.672897196	0.9	72	107	80	-1
?a  /award/award_winning_work/awards_won./award/award_honor/award_winner  ?h  ?h  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b   => ?a  /tv/tv_program/country_of_origin  ?b	0.041044776	0.379310345	0.916666667	11	29	12	-1
?h  /dataworld/gardening_hint/split_to  ?b  ?a  /film/film/country  ?h   => ?a  /tv/tv_program/country_of_origin  ?b	0.074626866	0.014792899	0.952380952	20	1352	21	-1
?a  /film/film/featured_film_locations  ?h  ?h  /location/administrative_division/country  ?b   => ?a  /tv/tv_program/country_of_origin  ?b	0.018656716	0.014749263	1	5	339	5	-1
?h  /base/biblioness/bibs_location/country  ?b  ?a  /film/film/featured_film_locations  ?h   => ?a  /tv/tv_program/country_of_origin  ?b	0.014925373	0.008830022	0.8	4	453	5	-1
?h  /dataworld/gardening_hint/split_to  ?b  ?a  /film/film/release_date_s./film/film_regional_release_date/film_release_region  ?h   => ?a  /tv/tv_program/country_of_origin  ?b	0.018656716	0.00394011	1	5	1269	5	-1
?a  /film/film/cinematography  ?h  ?h  /people/person/nationality  ?b   => ?a  /tv/tv_program/country_of_origin  ?b	0.018656716	0.015974441	1	5	313	5	-1
?a  /award/award_winning_work/awards_won./award/award_honor/honored_for  ?h  ?h  /tv/tv_program/country_of_origin  ?b   => ?a  /tv/tv_program/country_of_origin  ?b	0.018656716	1	1	5	5	5	-1
?a  /film/film/produced_by  ?h  ?h  /people/person/nationality  ?b   => ?a  /tv/tv_program/country_of_origin  ?b	0.018656716	0.005605381	0.714285714	5	892	7	-1
?g  /people/person/nationality  ?b  ?g  /tv/tv_producer/programs_produced./tv/tv_producer_term/program  ?a   => ?a  /tv/tv_program/country_of_origin  ?b	0.429104478	0.646067416	0.815602837	115	178	141	-1
?g  /people/person/nationality  ?b  ?g  /tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program  ?a   => ?a  /tv/tv_program/country_of_origin  ?b	0.231343284	0.673913043	0.885714286	62	92	70	-1
?g  /award/award_winning_work/awards_won./award/award_honor/honored_for  ?a  ?g  /tv/tv_program/country_of_origin  ?b   => ?a  /tv/tv_program/country_of_origin  ?b	0.018656716	1	1	5	5	5	-1
?g  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b  ?g  /tv/tv_network/programs./tv/tv_network_duration/program  ?a   => ?a  /tv/tv_program/country_of_origin  ?b	0.126865672	0.53968254	0.772727273	34	63	44	-1
?g  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b  ?g  /media_common/netflix_genre/titles  ?a   => ?a  /tv/tv_program/country_of_origin  ?b	0.048507463	0.619047619	1	13	21	13	-1
?g  /award/award_nominee/award_nominations./award/award_nomination/nominated_for  ?a  ?g  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b   => ?a  /tv/tv_program/country_of_origin  ?b	0.041044776	0.20754717	1	11	53	11	-1
?g  /film/director/film  ?a  ?g  /people/person/nationality  ?b   => ?a  /tv/tv_program/country_of_origin  ?b	0.018656716	0.006527415	0.833333333	5	766	6	-1
?g  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b  ?g  /film/film_distributor/films_distributed./film/film_film_distributor_relationship/film  ?a   => ?a  /tv/tv_program/country_of_origin  ?b	0.01119403	0.01369863	1	3	219	3	-1
?g  /organization/organization/headquarters./location/mailing_address/country  ?b  ?g  /tv/tv_network/programs./tv/tv_network_duration/program  ?a   => ?a  /tv/tv_program/country_of_origin  ?b	0.018656716	0.833333333	0.833333333	5	6	6	-1
?h  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/headquarters./location/mailing_address/citytown  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.071823204	0.236363636	1	13	55	13	-1
?h  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/headquarters./location/mailing_address/state_province_region  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.729281768	0.248120301	1	132	532	132	-1
?h  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/headquarters./location/mailing_address/citytown  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.049723757	0.290322581	1	9	31	9	-1
?h  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/headquarters./location/mailing_address/country  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.602209945	0.605555556	1	109	180	109	-1
?h  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/headquarters./location/mailing_address/country  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.602209945	0.605555556	1	109	180	109	-1
?h  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b  ?a  /organization/organization/headquarters./location/mailing_address/country  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.602209945	0.605555556	1	109	180	109	-1
?h  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution/campuses  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.397790055	1	1	72	72	72	-1
?a  /education/educational_institution/campuses  ?h  ?h  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.337016575	0.183183183	1	61	333	61	-1
?h  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution/campuses  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.337016575	0.75308642	1	61	81	61	-1
?h  /base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution/students_graduates./education/education/student  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.149171271	0.159763314	1	27	169	27	-1
?h  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution/campuses  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.320441989	0.734177215	1	58	79	58	-1
?a  /education/educational_institution/campuses  ?h  ?h  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.287292818	0.149425287	1	52	348	52	-1
?a  /education/educational_institution/campuses  ?h  ?h  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.281767956	0.19844358	1	51	257	51	-1
?h  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.44198895	1	1	80	80	80	-1
?h  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.359116022	0.82278481	1	65	79	65	-1
?a  /education/educational_institution_campus/educational_institution  ?h  ?h  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.348066298	0.18	1	63	350	63	-1
?h  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.342541436	0.815789474	1	62	76	62	-1
?a  /education/educational_institution_campus/educational_institution  ?h  ?h  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.375690608	0.200589971	1	68	339	68	-1
?a  /education/educational_institution_campus/educational_institution  ?h  ?h  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.314917127	0.224409449	1	57	254	57	-1
?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?h  ?h  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.281767956	0.401574803	0.980769231	51	127	52	-1
?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?h  ?h  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.281767956	0.408	0.980769231	51	125	52	-1
?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?h  ?h  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.270718232	0.408333333	0.98	49	120	50	-1
?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?h  ?h  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.127071823	0.333333333	0.958333333	23	69	24	-1
?h  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/place_founded  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.011049724	1	1	2	2	2	-1
?h  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/place_founded  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.011049724	1	1	2	2	2	-1
?h  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/place_founded  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.011049724	1	1	2	2	2	-1
?h  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/place_founded  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.011049724	0.333333333	1	2	6	2	-1
?h  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/place_founded  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.011049724	0.25	1	2	8	2	-1
?h  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.027624309	0.087719298	1	5	57	5	-1
?h  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.027624309	0.069444444	1	5	72	5	-1
?h  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.027624309	0.076923077	1	5	65	5	-1
?h  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/child./organization/organization_relationship/child  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.016574586	0.333333333	1	3	9	3	-1
?h  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/child./organization/organization_relationship/child  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.027624309	0.384615385	1	5	13	5	-1
?g  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b  ?g  /film/film/featured_film_locations  ?a   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.011049724	0.01025641	1	2	195	2	-1
?g  /base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency  ?b  ?g  /people/person/employment_history./business/employment_tenure/company  ?a   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.022099448	0.08	1	4	50	4	-1
?g  /base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency  ?b  ?g  /organization/organization_founder/organizations_founded  ?a   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.011049724	0.071428571	1	2	28	2	-1
?g  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.44198895	1	1	80	80	80	-1
?g  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution/campuses  ?a   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.397790055	1	1	72	72	72	-1
?g  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?g  /organization/organization_member/member_of./organization/organization_membership/organization  ?a   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.011049724	1	1	2	2	2	-1
?g  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b  ?g  /film/film/production_companies  ?a   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.011049724	0.021978022	1	2	91	2	-1
?g  /location/location/contains  ?a  ?g  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.46961326	0.04938989	1	85	1721	85	-1
?g  /education/educational_institution_campus/educational_institution  ?a  ?g  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.348066298	0.18	1	63	350	63	-1
?g  /education/educational_institution_campus/educational_institution  ?a  ?g  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.314917127	0.224409449	1	57	254	57	-1
?g  /education/educational_institution/campuses  ?a  ?g  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.287292818	0.149425287	1	52	348	52	-1
?g  /education/educational_institution/campuses  ?a  ?g  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.281767956	0.19844358	1	51	257	51	-1
?g  /education/educational_institution_campus/educational_institution  ?a  ?g  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.375690608	0.200589971	1	68	339	68	-1
?g  /education/educational_institution/campuses  ?a  ?g  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.337016575	0.183183183	1	61	333	61	-1
?g  /location/location/contains  ?a  ?g  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.46961326	0.04950495	1	85	1717	85	-1
?g  /location/location/contains  ?a  ?g  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.46961326	0.049418605	1	85	1720	85	-1
?g  /location/location/contains  ?a  ?g  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.055248619	0.032679739	1	10	306	10	-1
?g  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.359116022	0.82278481	1	65	79	65	-1
?g  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution/campuses  ?a   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.320441989	0.734177215	1	58	79	58	-1
?g  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?g  /organization/organization/child./organization/organization_relationship/child  ?a   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.011049724	0.048780488	1	2	41	2	-1
?g  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?g  /organization/organization_member/member_of./organization/organization_membership/organization  ?a   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.011049724	0.666666667	1	2	3	2	-1
?g  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution/campuses  ?a   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.337016575	0.75308642	1	61	81	61	-1
?g  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.342541436	0.815789474	1	62	76	62	-1
?g  /award/award_winner/awards_won./award/award_honor/award_winner  ?a  ?g  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.011049724	0.0625	1	2	32	2	-1
?g  /location/location/contains  ?a  ?g  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.447513812	0.039725356	1	81	2039	81	-1
?g  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?g  /organization/organization/child./organization/organization_relationship/child  ?a   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.011049724	0.03125	1	2	64	2	-1
?b  /award/award_winner/awards_won./award/award_honor/award_winner  ?h  ?a  /base/americancomedy/celebrity_impressionist/celebrities_impersonated  ?h   => ?a  /base/americancomedy/celebrity_impressionist/celebrities_impersonated  ?b	0.074380165	0.08490566	1	9	106	9	-2
?a  /base/americancomedy/celebrity_impressionist/celebrities_impersonated  ?h  ?b  /people/person/sibling_s./people/sibling_relationship/sibling  ?h   => ?a  /base/americancomedy/celebrity_impressionist/celebrities_impersonated  ?b	0.041322314	0.833333333	0.833333333	5	6	6	-2
?g  /award/award_winner/awards_won./award/award_honor/award_winner  ?b  ?a  /base/americancomedy/celebrity_impressionist/celebrities_impersonated  ?g   => ?a  /base/americancomedy/celebrity_impressionist/celebrities_impersonated  ?b	0.074380165	0.09	1	9	100	9	-2
?a  /base/americancomedy/celebrity_impressionist/celebrities_impersonated  ?g  ?g  /people/person/sibling_s./people/sibling_relationship/sibling  ?b   => ?a  /base/americancomedy/celebrity_impressionist/celebrities_impersonated  ?b	0.041322314	0.714285714	0.714285714	5	7	7	-2
?b  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?a  ?b  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?a   => ?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b	0.048	1	1	12	12	12	-1
?b  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?a  ?b  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?a   => ?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b	0.032	1	1	8	8	8	-1
?b  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?a  ?b  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?a   => ?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b	0.272	0.781609195	0.883116883	68	87	77	-1
?a  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?b  ?b  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?a   => ?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b	0.272	0.781609195	0.883116883	68	87	77	-1
?a  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?b  ?b  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?a   => ?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b	0.092	0.71875	0.884615385	23	32	26	-1
?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b  ?b  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?a   => ?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b	0.048	0.923076923	1	12	13	12	-1
?b  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?a  ?a  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?b   => ?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b	0.032	1	1	8	8	8	-1
?b  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?h  ?h  /people/person/sibling_s./people/sibling_relationship/sibling  ?a   => ?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b	0.012	0.230769231	1	3	13	3	-1
?b  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?h  ?a  /people/person/sibling_s./people/sibling_relationship/sibling  ?h   => ?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b	0.012	0.176470588	1	3	17	3	-1
?h  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?a  ?b  /music/group_member/membership./music/group_membership/group  ?h   => ?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b	0.012	0.428571429	1	3	7	3	-1
?a  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?h  ?b  /music/group_member/membership./music/group_membership/group  ?h   => ?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b	0.012	0.428571429	1	3	7	3	-1
