Assuming 9 as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 272115 facts in 2.61 s using -48 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
Filtering on standard confidence with minimum threshold 0.7
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?g  /organization/organization/headquarters./location/mailing_address/country  ?b  ?g  /tv/tv_network/programs./tv/tv_network_duration/program  ?a   => ?a  /tv/tv_program/country_of_origin  ?b	0.018656716	0.833333333	0.833333333	5	6	6	-1
?a  /base/americancomedy/celebrity_impressionist/celebrities_impersonated  ?h  ?b  /people/person/sibling_s./people/sibling_relationship/sibling  ?h   => ?a  /base/americancomedy/celebrity_impressionist/celebrities_impersonated  ?b	0.041322314	0.833333333	0.833333333	5	6	6	-2
?a  /base/americancomedy/celebrity_impressionist/celebrities_impersonated  ?g  ?g  /people/person/sibling_s./people/sibling_relationship/sibling  ?b   => ?a  /base/americancomedy/celebrity_impressionist/celebrities_impersonated  ?b	0.041322314	0.714285714	0.714285714	5	7	7	-2
?h  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution/campuses  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.397790055	1	1	72	72	72	-1
?h  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution/campuses  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.337016575	0.75308642	1	61	81	61	-1
?h  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution/campuses  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.320441989	0.734177215	1	58	79	58	-1
?h  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.44198895	1	1	80	80	80	-1
?h  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.359116022	0.82278481	1	65	79	65	-1
?h  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.342541436	0.815789474	1	62	76	62	-1
?h  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/place_founded  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.011049724	1	1	2	2	2	-1
?h  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/place_founded  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.011049724	1	1	2	2	2	-1
?h  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/place_founded  ?h   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.011049724	1	1	2	2	2	-1
?g  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.359116022	0.82278481	1	65	79	65	-1
?g  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution/campuses  ?a   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.320441989	0.734177215	1	58	79	58	-1
?g  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.44198895	1	1	80	80	80	-1
?g  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.342541436	0.815789474	1	62	76	62	-1
?g  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution/campuses  ?a   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.397790055	1	1	72	72	72	-1
?g  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?g  /organization/organization_member/member_of./organization/organization_membership/organization  ?a   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.011049724	1	1	2	2	2	-1
?g  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution/campuses  ?a   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.337016575	0.75308642	1	61	81	61	-1
?b  /music/instrument/family  ?a  ?b  /music/performance_role/regular_performances./music/group_membership/role  ?a   => ?a  /music/performance_role/regular_performances./music/group_membership/role  ?b	0.010546139	0.903225806	0.903225806	28	31	31	-2
?h  /dataworld/gardening_hint/split_to  ?a  ?b  /music/performance_role/guest_performances./music/recording_contribution/performance_role  ?h   => ?a  /music/performance_role/regular_performances./music/group_membership/role  ?b	0.015065913	0.714285714	0.740740741	40	56	54	-2
?h  /music/artist/track_contributions./music/track_contribution/role  ?a  ?b  /music/performance_role/regular_performances./music/group_membership/group  ?h   => ?a  /music/performance_role/regular_performances./music/group_membership/role  ?b	0.028625235	0.767676768	0.767676768	76	99	99	-2
?g  /music/group_member/membership./music/group_membership/role  ?a  ?g  /music/group_member/membership./music/group_membership/role  ?b   => ?a  /music/performance_role/regular_performances./music/group_membership/role  ?b	0.265160075	0.725773196	0.725773196	704	970	970	-2
?g  /dataworld/gardening_hint/split_to  ?a  ?g  /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics  ?b   => ?a  /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics  ?b	0.030355594	0.714285714	1	35	49	35	-1
?h  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b	0.158208955	1	1	53	53	53	-1
?h  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b  ?a  /education/educational_institution/campuses  ?h   => ?a  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b	0.149253731	1	1	50	50	50	-1
?h  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b  ?a  /dataworld/gardening_hint/split_to  ?h   => ?a  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b	0.020895522	0.875	1	7	8	7	-1
?g  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b  ?g  /education/educational_institution/campuses  ?a   => ?a  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b	0.149253731	1	1	50	50	50	-1
?g  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b	0.158208955	1	1	53	53	53	-1
?g  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b  ?g  /dataworld/gardening_hint/split_to  ?a   => ?a  /award/ranked_item/appears_in_ranked_lists./award/ranking/list  ?b	0.020895522	0.875	1	7	8	7	-1
?a  /base/aareas/schema/administrative_area/administrative_parent  ?b  ?b  /location/country/capital  ?a   => ?a  /location/administrative_division/country  ?b	0.03626943	0.7	0.875	14	20	16	-1
?a  /base/biblioness/bibs_location/country  ?b  ?a  /location/administrative_division/first_level_division_of  ?b   => ?a  /location/administrative_division/country  ?b	0.139896373	0.84375	0.981818182	54	64	55	-1
?a  /base/aareas/schema/administrative_area/administrative_parent  ?b  ?a  /base/biblioness/bibs_location/country  ?b   => ?a  /location/administrative_division/country  ?b	0.170984456	0.75	0.970588235	66	88	68	-1
?h  /dataworld/gardening_hint/split_to  ?b  ?a  /location/administrative_division/first_level_division_of  ?h   => ?a  /location/administrative_division/country  ?b	0.090673575	0.813953488	1	35	43	35	-1
?h  /base/biblioness/bibs_location/country  ?b  ?a  /location/administrative_division/first_level_division_of  ?h   => ?a  /location/administrative_division/country  ?b	0.023316062	0.818181818	1	9	11	9	-1
?a  /base/aareas/schema/administrative_area/capital  ?h  ?b  /location/country/second_level_divisions  ?h   => ?a  /location/administrative_division/country  ?b	0.020725389	0.888888889	1	8	9	8	-1
?a  /base/aareas/schema/administrative_area/capital  ?h  ?h  /location/administrative_division/country  ?b   => ?a  /location/administrative_division/country  ?b	0.031088083	0.8	1	12	15	12	-1
?a  /base/aareas/schema/administrative_area/capital  ?h  ?h  /base/biblioness/bibs_location/country  ?b   => ?a  /location/administrative_division/country  ?b	0.155440415	0.769230769	1	60	78	60	-1
?a  /base/aareas/schema/administrative_area/administrative_parent  ?h  ?h  /time/event/locations  ?b   => ?a  /location/administrative_division/country  ?b	0.012953368	0.714285714	0.714285714	5	7	7	-1
?h  /location/administrative_division/country  ?b  ?a  /location/hud_county_place/place  ?h   => ?a  /location/administrative_division/country  ?b	0.010362694	1	1	4	4	4	-1
?g  /location/administrative_division/country  ?b  ?g  /location/hud_county_place/place  ?a   => ?a  /location/administrative_division/country  ?b	0.010362694	1	1	4	4	4	-1
?g  /base/biblioness/bibs_location/country  ?b  ?g  /base/biblioness/bibs_location/state  ?a   => ?a  /location/administrative_division/country  ?b	0.160621762	0.784810127	0.96875	62	79	64	-1
?g  /organization/organization/headquarters./location/mailing_address/country  ?b  ?g  /organization/organization/headquarters./location/mailing_address/state_province_region  ?a   => ?a  /location/administrative_division/country  ?b	0.062176166	0.8	1	24	30	24	-1
?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?h  ?b  /location/hud_county_place/place  ?h   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.020289855	1	1	7	7	7	-1
?h  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b  ?a  /education/educational_institution/campuses  ?h   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.069565217	1	1	24	24	24	-1
?h  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.069565217	1	1	24	24	24	-1
?g  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b  ?g  /education/educational_institution/campuses  ?a   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.069565217	1	1	24	24	24	-1
?g  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.069565217	1	1	24	24	24	-1
?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?h  ?h  /dataworld/gardening_hint/split_to  ?b   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.292753623	0.971153846	0.971153846	101	104	104	-1
?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?h  ?h  /location/hud_county_place/place  ?b   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.020289855	1	1	7	7	7	-1
?a  /base/locations/continents/countries_within  ?g  ?g  /dataworld/gardening_hint/split_to  ?b   => ?a  /base/locations/continents/countries_within  ?b	0.016	1	1	2	2	2	-2
?b  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?a  ?b  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?a   => ?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b	0.048	1	1	12	12	12	-1
?a  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?b  ?b  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?a   => ?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b	0.272	0.781609195	0.883116883	68	87	77	-1
?a  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?b  ?b  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?a   => ?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b	0.092	0.71875	0.884615385	23	32	26	-1
?b  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?a  ?a  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?b   => ?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b	0.032	1	1	8	8	8	-1
?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b  ?b  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?a   => ?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b	0.048	0.923076923	1	12	13	12	-1
?b  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?a  ?b  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?a   => ?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b	0.272	0.781609195	0.883116883	68	87	77	-1
?b  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?a  ?b  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?a   => ?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b	0.032	1	1	8	8	8	-1
?a  /olympics/olympic_games/participating_countries  ?h  ?h  /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal  ?b   => ?a  /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal  ?b	0.95049505	0.780487805	0.780487805	96	123	123	-1
?g  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?a  ?g  /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal  ?b   => ?a  /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal  ?b	0.96039604	0.788617886	0.788617886	97	123	123	-1
?g  /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal  ?b  ?g  /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics  ?a   => ?a  /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal  ?b	1	0.782945736	0.782945736	101	129	129	-1
?a  /location/hud_county_place/place  ?h  ?h  /location/location/time_zones  ?b   => ?a  /location/location/time_zones  ?b	0.288444831	1	1	332	332	332	-1
?a  /location/hud_county_place/county  ?h  ?h  /location/location/time_zones  ?b   => ?a  /location/location/time_zones  ?b	0.156385752	0.765957447	1	180	235	180	-1
?h  /location/location/time_zones  ?b  ?a  /location/us_county/county_seat  ?h   => ?a  /location/location/time_zones  ?b	0.0981755	0.830882353	1	113	136	113	-1
?a  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?h  ?h  /location/location/time_zones  ?b   => ?a  /location/location/time_zones  ?b	0.101650738	0.713414634	0.936	117	164	125	-1
?a  /education/educational_institution/campuses  ?h  ?h  /location/location/time_zones  ?b   => ?a  /location/location/time_zones  ?b	0.020851434	1	1	24	24	24	-1
?a  /education/educational_institution_campus/educational_institution  ?h  ?h  /location/location/time_zones  ?b   => ?a  /location/location/time_zones  ?b	0.020851434	1	1	24	24	24	-1
?g  /location/hud_county_place/place  ?a  ?g  /location/location/time_zones  ?b   => ?a  /location/location/time_zones  ?b	0.288444831	1	1	332	332	332	-1
?g  /location/hud_county_place/county  ?a  ?g  /location/location/time_zones  ?b   => ?a  /location/location/time_zones  ?b	0.100781929	0.789115646	1	116	147	116	-1
?g  /location/location/time_zones  ?b  ?g  /location/us_county/county_seat  ?a   => ?a  /location/location/time_zones  ?b	0.09730669	0.788732394	1	112	142	112	-1
?g  /education/educational_institution_campus/educational_institution  ?a  ?g  /location/location/time_zones  ?b   => ?a  /location/location/time_zones  ?b	0.020851434	1	1	24	24	24	-1
?g  /education/educational_institution/campuses  ?a  ?g  /location/location/time_zones  ?b   => ?a  /location/location/time_zones  ?b	0.020851434	1	1	24	24	24	-1
?b  /education/educational_institution_campus/educational_institution  ?h  ?a  /organization/organization/child./organization/organization_relationship/child  ?h   => ?a  /organization/organization/child./organization/organization_relationship/child  ?b	0.109947644	1	1	21	21	21	-2
?b  /education/educational_institution/campuses  ?h  ?a  /organization/organization/child./organization/organization_relationship/child  ?h   => ?a  /organization/organization/child./organization/organization_relationship/child  ?b	0.104712042	1	1	20	20	20	-2
?h  /education/educational_institution_campus/educational_institution  ?b  ?a  /organization/organization/child./organization/organization_relationship/child  ?h   => ?a  /organization/organization/child./organization/organization_relationship/child  ?b	0.109947644	1	1	21	21	21	-2
?h  /education/educational_institution/campuses  ?b  ?a  /organization/organization/child./organization/organization_relationship/child  ?h   => ?a  /organization/organization/child./organization/organization_relationship/child  ?b	0.104712042	1	1	20	20	20	-2
?a  /education/educational_institution_campus/educational_institution  ?h  ?h  /organization/organization/child./organization/organization_relationship/child  ?b   => ?a  /organization/organization/child./organization/organization_relationship/child  ?b	0.083769634	1	1	16	16	16	-2
?a  /education/educational_institution/campuses  ?h  ?h  /organization/organization/child./organization/organization_relationship/child  ?b   => ?a  /organization/organization/child./organization/organization_relationship/child  ?b	0.036649215	1	1	7	7	7	-2
?g  /education/educational_institution_campus/educational_institution  ?a  ?g  /organization/organization/child./organization/organization_relationship/child  ?b   => ?a  /organization/organization/child./organization/organization_relationship/child  ?b	0.083769634	1	1	16	16	16	-2
?g  /education/educational_institution/campuses  ?a  ?g  /organization/organization/child./organization/organization_relationship/child  ?b   => ?a  /organization/organization/child./organization/organization_relationship/child  ?b	0.036649215	1	1	7	7	7	-2
?a  /award/award_winning_work/awards_won./award/award_honor/honored_for  ?h  ?h  /tv/tv_program/languages  ?b   => ?a  /tv/tv_program/languages  ?b	0.019685039	0.833333333	1	5	6	5	-1
?g  /award/award_winning_work/awards_won./award/award_honor/honored_for  ?a  ?g  /tv/tv_program/languages  ?b   => ?a  /tv/tv_program/languages  ?b	0.019685039	1	1	5	5	5	-1
?g  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language  ?b  ?g  /tv/tv_network/programs./tv/tv_network_duration/program  ?a   => ?a  /tv/tv_program/languages  ?b	0.216535433	0.753424658	0.964912281	55	73	57	-1
?g  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language  ?b  ?g  /media_common/netflix_genre/titles  ?a   => ?a  /tv/tv_program/languages  ?b	0.023622047	0.75	1	6	8	6	-1
?a  /location/location/partially_contains  ?h  ?h  /user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy  ?b   => ?a  /user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy  ?b	0.070559611	0.783783784	1	29	37	29	-1
?a  /location/statistical_region/religions./location/religion_percentage/religion  ?h  ?h  /user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy  ?b   => ?a  /user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy  ?b	0.148418491	0.701149425	1	61	87	61	-1
?a  /people/person/employment_history./business/employment_tenure/company  ?h  ?h  /user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy  ?b   => ?a  /user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy  ?b	0.03163017	0.722222222	1	13	18	13	-1
?g  /government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office  ?a  ?g  /user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy  ?b   => ?a  /user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy  ?b	0.01946472	1	1	8	8	8	-1
?a  /dataworld/gardening_hint/split_to  ?h  ?h  /education/educational_institution/students_graduates./education/education/major_field_of_study  ?b   => ?a  /education/educational_institution/students_graduates./education/education/major_field_of_study  ?b	0.053775744	1	1	141	141	141	-1
?a  /education/educational_institution/campuses  ?h  ?h  /education/educational_institution/students_graduates./education/education/major_field_of_study  ?b   => ?a  /education/educational_institution/students_graduates./education/education/major_field_of_study  ?b	0.70518688	1	1	1849	1849	1849	-1
?h  /education/educational_institution/students_graduates./education/education/major_field_of_study  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /education/educational_institution/students_graduates./education/education/major_field_of_study  ?b	0.688405797	1	1	1805	1805	1805	-1
?g  /education/educational_institution/campuses  ?a  ?g  /education/educational_institution/students_graduates./education/education/major_field_of_study  ?b   => ?a  /education/educational_institution/students_graduates./education/education/major_field_of_study  ?b	0.70518688	1	1	1849	1849	1849	-1
?g  /dataworld/gardening_hint/split_to  ?a  ?g  /education/educational_institution/students_graduates./education/education/major_field_of_study  ?b   => ?a  /education/educational_institution/students_graduates./education/education/major_field_of_study  ?b	0.053775744	0.915584416	1	141	154	141	-1
?g  /education/educational_institution/students_graduates./education/education/major_field_of_study  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /education/educational_institution/students_graduates./education/education/major_field_of_study  ?b	0.688405797	1	1	1805	1805	1805	-1
?h  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution/campuses  ?h   => ?a  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b	0.398989899	1	1	79	79	79	-1
?h  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution/campuses  ?h   => ?a  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b	0.343434343	0.839506173	1	68	81	68	-1
?h  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution/campuses  ?h   => ?a  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b	0.292929293	0.805555556	1	58	72	58	-1
?h  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b	0.398989899	1	1	79	79	79	-1
?h  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b	0.328282828	0.8125	1	65	80	65	-1
?h  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b	0.318181818	0.828947368	1	63	76	63	-1
?h  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/place_founded  ?h   => ?a  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b	0.01010101	1	1	2	2	2	-1
?h  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/place_founded  ?h   => ?a  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b	0.01010101	1	1	2	2	2	-1
?h  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/place_founded  ?h   => ?a  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b	0.01010101	1	1	2	2	2	-1
?g  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b	0.328282828	0.8125	1	65	80	65	-1
?g  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution/campuses  ?a   => ?a  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b	0.292929293	0.805555556	1	58	72	58	-1
?g  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?g  /organization/organization_member/member_of./organization/organization_membership/organization  ?a   => ?a  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b	0.01010101	1	1	2	2	2	-1
?g  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?g  /organization/organization_member/member_of./organization/organization_membership/organization  ?a   => ?a  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b	0.015151515	1	1	3	3	3	-1
?g  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution/campuses  ?a   => ?a  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b	0.398989899	1	1	79	79	79	-1
?g  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b	0.398989899	1	1	79	79	79	-1
?g  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b	0.318181818	0.828947368	1	63	76	63	-1
?g  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution/campuses  ?a   => ?a  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b	0.343434343	0.839506173	1	68	81	68	-1
?b  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?a  ?a  /base/popstra/celebrity/canoodled./base/popstra/canoodled/participant  ?b   => ?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b	0.014957265	0.875	0.913043478	21	24	23	-1
?b  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?a  ?a  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?b   => ?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b	0.016381766	0.851851852	0.851851852	23	27	27	-1
?b  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?a  ?a  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?b   => ?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b	0.061965812	0.737288136	0.776785714	87	118	112	-1
?b  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?a  ?b  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?a   => ?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b	0.066951567	0.854545455	0.854545455	94	110	110	-1
?b  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?a  ?b  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?a   => ?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b	0.016381766	0.851851852	0.851851852	23	27	27	-1
?b  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?a  ?b  /base/popstra/celebrity/canoodled./base/popstra/canoodled/participant  ?a   => ?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b	0.014245014	0.833333333	0.833333333	20	24	24	-1
?a  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?b  ?b  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?a   => ?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b	0.015669516	0.814814815	0.814814815	22	27	27	-1
